META,3,262045945819124,262051911630923,262051911782419,3333332,332937,3000395,2099988090
READ,211,1
READ,212,3
READ,213,10
READ,214,34
READ,215,39
READ,216,61
READ,217,90
READ,218,123
READ,219,160
READ,220,255
READ,221,322
READ,222,326
READ,223,325
READ,224,331
READ,225,106
READ,226,80
READ,227,144
READ,228,295
READ,229,436
READ,230,638
READ,231,811
READ,232,812
READ,233,720
READ,234,613
READ,235,440
READ,236,348
READ,237,297
READ,238,229
READ,239,189
READ,240,317
READ,241,312
READ,242,370
READ,243,466
READ,244,479
READ,245,366
READ,246,233
READ,247,126
READ,248,128
READ,249,148
READ,250,153
READ,251,121
READ,252,138
READ,253,143
READ,254,159
READ,255,308
READ,256,1648
READ,257,4571
READ,258,8467
READ,259,10004
READ,260,9176
READ,261,8648
READ,262,9602
READ,263,10226
READ,264,9621
READ,265,9515
READ,266,9024
READ,267,8602
READ,268,8165
READ,269,7376
READ,270,6828
READ,271,6074
READ,272,10654
READ,273,9207
READ,274,9435
READ,275,10965
READ,276,12861
READ,277,14653
READ,278,16029
READ,279,16597
READ,280,16420
READ,281,15618
READ,282,13932
READ,283,11871
READ,284,9765
READ,285,7393
READ,286,5243
READ,287,4136
READ,288,4758
READ,289,1977
READ,290,852
READ,291,367
READ,292,131
READ,293,78
READ,294,43
READ,295,28
READ,296,13
READ,297,7
READ,298,6
READ,299,14
READ,300,17
READ,301,14
READ,302,4
READ,303,6
READ,304,5
READ,305,16
READ,306,3
READ,307,6
READ,309,2
READ,310,3
READ,311,6
READ,312,4
READ,314,1
READ,315,1
READ,316,6
READ,317,3
READ,319,3
READ,320,1
READ,321,9
READ,322,3
READ,324,7
READ,326,6
READ,368,6
WRITE,211,2
WRITE,212,12
WRITE,213,48
WRITE,214,144
WRITE,215,326
WRITE,216,495
WRITE,217,679
WRITE,218,776
WRITE,219,973
WRITE,220,1403
WRITE,221,2065
WRITE,222,2689
WRITE,223,2887
WRITE,224,4370
WRITE,225,1916
WRITE,226,812
WRITE,227,987
WRITE,228,1947
WRITE,229,3013
WRITE,230,4550
WRITE,231,6044
WRITE,232,6963
WRITE,233,6703
WRITE,234,6233
WRITE,235,5152
WRITE,236,3565
WRITE,237,2950
WRITE,238,2469
WRITE,239,2021
WRITE,240,3181
WRITE,241,2776
WRITE,242,2971
WRITE,243,4071
WRITE,244,4471
WRITE,245,3703
WRITE,246,2639
WRITE,247,1530
WRITE,248,1376
WRITE,249,1412
WRITE,250,1574
WRITE,251,1331
WRITE,252,1185
WRITE,253,1250
WRITE,254,1287
WRITE,255,2134
WRITE,256,12067
WRITE,257,35042
WRITE,258,70075
WRITE,259,89104
WRITE,260,84302
WRITE,261,77320
WRITE,262,84145
WRITE,263,92307
WRITE,264,87969
WRITE,265,85361
WRITE,266,81974
WRITE,267,78656
WRITE,268,74431
WRITE,269,67751
WRITE,270,62904
WRITE,271,55654
WRITE,272,97407
WRITE,273,83505
WRITE,274,85350
WRITE,275,96933
WRITE,276,114451
WRITE,277,131387
WRITE,278,142977
WRITE,279,147573
WRITE,280,148933
WRITE,281,142855
WRITE,282,127637
WRITE,283,108865
WRITE,284,89392
WRITE,285,67760
WRITE,286,49749
WRITE,287,38842
WRITE,288,44327
WRITE,289,18643
WRITE,290,8155
WRITE,291,3410
WRITE,292,1155
WRITE,293,750
WRITE,294,362
WRITE,295,217
WRITE,296,144
WRITE,297,55
WRITE,298,46
WRITE,299,154
WRITE,300,150
WRITE,301,106
WRITE,302,59
WRITE,303,47
WRITE,304,72
WRITE,305,93
WRITE,306,23
WRITE,307,47
WRITE,309,25
WRITE,310,28
WRITE,311,57
WRITE,312,58
WRITE,313,17
WRITE,314,19
WRITE,315,5
WRITE,316,46
WRITE,317,29
WRITE,319,49
WRITE,320,11
WRITE,321,69
WRITE,322,23
WRITE,323,6
WRITE,324,77
WRITE,326,46
WRITE,367,6
WRITE,368,46
